Mean,SD,par,file,trait,type,treatment
0.001149,8.98e-4,Pi,microbe_from_Mike/HN/asv_002358.parRes,asv_002358,microbe_from_Mike,HN
958.783508,749.002563,NnzSnp,microbe_from_Mike/HN/asv_002358.parRes,asv_002358,microbe_from_Mike,HN
1.4e-5,2e-5,SigmaSq,microbe_from_Mike/HN/asv_002358.parRes,asv_002358,microbe_from_Mike,HN
-0.580871,0.479588,S,microbe_from_Mike/HN/asv_002358.parRes,asv_002358,microbe_from_Mike,HN
0.002866,0.001401,ResVar,microbe_from_Mike/HN/asv_002358.parRes,asv_002358,microbe_from_Mike,HN
0.004333,0.001452,GenVar,microbe_from_Mike/HN/asv_002358.parRes,asv_002358,microbe_from_Mike,HN
0.600726,0.1935,hsq,microbe_from_Mike/HN/asv_002358.parRes,asv_002358,microbe_from_Mike,HN
3.2e-5,1.5e-5,Pi,microbe_from_Mike/HN/asv_002692.parRes,asv_002692,microbe_from_Mike,HN
25.991325,11.036845,NnzSnp,microbe_from_Mike/HN/asv_002692.parRes,asv_002692,microbe_from_Mike,HN
7e-6,1.6e-5,SigmaSq,microbe_from_Mike/HN/asv_002692.parRes,asv_002692,microbe_from_Mike,HN
-1.912933,0.34253,S,microbe_from_Mike/HN/asv_002692.parRes,asv_002692,microbe_from_Mike,HN
0.00103,3.78e-4,ResVar,microbe_from_Mike/HN/asv_002692.parRes,asv_002692,microbe_from_Mike,HN
0.002504,4.29e-4,GenVar,microbe_from_Mike/HN/asv_002692.parRes,asv_002692,microbe_from_Mike,HN
0.707794,0.107306,hsq,microbe_from_Mike/HN/asv_002692.parRes,asv_002692,microbe_from_Mike,HN
5.77e-4,5.98e-4,Pi,microbe_from_Mike/HN/asv_002742.parRes,asv_002742,microbe_from_Mike,HN
480.862488,498.634338,NnzSnp,microbe_from_Mike/HN/asv_002742.parRes,asv_002742,microbe_from_Mike,HN
1.2e-5,1.4e-5,SigmaSq,microbe_from_Mike/HN/asv_002742.parRes,asv_002742,microbe_from_Mike,HN
0.41106,0.805568,S,microbe_from_Mike/HN/asv_002742.parRes,asv_002742,microbe_from_Mike,HN
0.011701,0.001398,ResVar,microbe_from_Mike/HN/asv_002742.parRes,asv_002742,microbe_from_Mike,HN
5.55e-4,7.81e-4,GenVar,microbe_from_Mike/HN/asv_002742.parRes,asv_002742,microbe_from_Mike,HN
0.04525,0.062849,hsq,microbe_from_Mike/HN/asv_002742.parRes,asv_002742,microbe_from_Mike,HN
2.03e-4,4.31e-4,Pi,microbe_from_Mike/HN/asv_002743.parRes,asv_002743,microbe_from_Mike,HN
168.390228,359.080139,NnzSnp,microbe_from_Mike/HN/asv_002743.parRes,asv_002743,microbe_from_Mike,HN
3e-6,5e-6,SigmaSq,microbe_from_Mike/HN/asv_002743.parRes,asv_002743,microbe_from_Mike,HN
-1.095029,1.05537,S,microbe_from_Mike/HN/asv_002743.parRes,asv_002743,microbe_from_Mike,HN
8.94e-4,3.3e-4,ResVar,microbe_from_Mike/HN/asv_002743.parRes,asv_002743,microbe_from_Mike,HN
5.82e-4,3.27e-4,GenVar,microbe_from_Mike/HN/asv_002743.parRes,asv_002743,microbe_from_Mike,HN
0.393694,0.216169,hsq,microbe_from_Mike/HN/asv_002743.parRes,asv_002743,microbe_from_Mike,HN
4.3e-5,9e-6,Pi,microbe_from_Mike/HN/asv_002768.parRes,asv_002768,microbe_from_Mike,HN
35.219051,4.067667,NnzSnp,microbe_from_Mike/HN/asv_002768.parRes,asv_002768,microbe_from_Mike,HN
6e-6,8e-6,SigmaSq,microbe_from_Mike/HN/asv_002768.parRes,asv_002768,microbe_from_Mike,HN
-1.313867,0.244266,S,microbe_from_Mike/HN/asv_002768.parRes,asv_002768,microbe_from_Mike,HN
2.6e-5,6e-6,ResVar,microbe_from_Mike/HN/asv_002768.parRes,asv_002768,microbe_from_Mike,HN
5.93e-4,1.8e-5,GenVar,microbe_from_Mike/HN/asv_002768.parRes,asv_002768,microbe_from_Mike,HN
0.958029,0.010005,hsq,microbe_from_Mike/HN/asv_002768.parRes,asv_002768,microbe_from_Mike,HN
4.6e-5,9e-6,Pi,microbe_from_Mike/HN/asv_002780.parRes,asv_002780,microbe_from_Mike,HN
37.8377,4.088937,NnzSnp,microbe_from_Mike/HN/asv_002780.parRes,asv_002780,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_002780.parRes,asv_002780,microbe_from_Mike,HN
-1.820691,0.251432,S,microbe_from_Mike/HN/asv_002780.parRes,asv_002780,microbe_from_Mike,HN
4e-6,1e-6,ResVar,microbe_from_Mike/HN/asv_002780.parRes,asv_002780,microbe_from_Mike,HN
1.54e-4,3e-6,GenVar,microbe_from_Mike/HN/asv_002780.parRes,asv_002780,microbe_from_Mike,HN
0.977462,0.004626,hsq,microbe_from_Mike/HN/asv_002780.parRes,asv_002780,microbe_from_Mike,HN
4.9e-5,1.8e-5,Pi,microbe_from_Mike/HN/asv_002841.parRes,asv_002841,microbe_from_Mike,HN
39.510525,13.392551,NnzSnp,microbe_from_Mike/HN/asv_002841.parRes,asv_002841,microbe_from_Mike,HN
1.1e-5,1.3e-5,SigmaSq,microbe_from_Mike/HN/asv_002841.parRes,asv_002841,microbe_from_Mike,HN
-1.692132,0.261785,S,microbe_from_Mike/HN/asv_002841.parRes,asv_002841,microbe_from_Mike,HN
7.64e-4,5.86e-4,ResVar,microbe_from_Mike/HN/asv_002841.parRes,asv_002841,microbe_from_Mike,HN
0.0034390000000000002,6.2e-4,GenVar,microbe_from_Mike/HN/asv_002841.parRes,asv_002841,microbe_from_Mike,HN
0.817798,0.139914,hsq,microbe_from_Mike/HN/asv_002841.parRes,asv_002841,microbe_from_Mike,HN
7.33e-4,7.45e-4,Pi,microbe_from_Mike/HN/asv_003033.parRes,asv_003033,microbe_from_Mike,HN
611.345581,621.56366,NnzSnp,microbe_from_Mike/HN/asv_003033.parRes,asv_003033,microbe_from_Mike,HN
1e-6,2e-6,SigmaSq,microbe_from_Mike/HN/asv_003033.parRes,asv_003033,microbe_from_Mike,HN
-0.734737,0.772414,S,microbe_from_Mike/HN/asv_003033.parRes,asv_003033,microbe_from_Mike,HN
3.23e-4,1.39e-4,ResVar,microbe_from_Mike/HN/asv_003033.parRes,asv_003033,microbe_from_Mike,HN
2.48e-4,1.39e-4,GenVar,microbe_from_Mike/HN/asv_003033.parRes,asv_003033,microbe_from_Mike,HN
0.432905,0.23763599999999999,hsq,microbe_from_Mike/HN/asv_003033.parRes,asv_003033,microbe_from_Mike,HN
2.21e-4,3.95e-4,Pi,microbe_from_Mike/HN/asv_003250.parRes,asv_003250,microbe_from_Mike,HN
183.391495,329.492828,NnzSnp,microbe_from_Mike/HN/asv_003250.parRes,asv_003250,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_003250.parRes,asv_003250,microbe_from_Mike,HN
-1.368065,0.861073,S,microbe_from_Mike/HN/asv_003250.parRes,asv_003250,microbe_from_Mike,HN
4e-6,1e-6,ResVar,microbe_from_Mike/HN/asv_003250.parRes,asv_003250,microbe_from_Mike,HN
3e-6,1e-6,GenVar,microbe_from_Mike/HN/asv_003250.parRes,asv_003250,microbe_from_Mike,HN
0.391647,0.195481,hsq,microbe_from_Mike/HN/asv_003250.parRes,asv_003250,microbe_from_Mike,HN
2.21e-4,4e-4,Pi,microbe_from_Mike/HN/asv_003343.parRes,asv_003343,microbe_from_Mike,HN
184.024979,334.024719,NnzSnp,microbe_from_Mike/HN/asv_003343.parRes,asv_003343,microbe_from_Mike,HN
5e-6,9e-6,SigmaSq,microbe_from_Mike/HN/asv_003343.parRes,asv_003343,microbe_from_Mike,HN
-1.231882,1.255496,S,microbe_from_Mike/HN/asv_003343.parRes,asv_003343,microbe_from_Mike,HN
0.00426,0.002617,ResVar,microbe_from_Mike/HN/asv_003343.parRes,asv_003343,microbe_from_Mike,HN
0.003688,0.002599,GenVar,microbe_from_Mike/HN/asv_003343.parRes,asv_003343,microbe_from_Mike,HN
0.463694,0.323488,hsq,microbe_from_Mike/HN/asv_003343.parRes,asv_003343,microbe_from_Mike,HN
2.14e-4,3.99e-4,Pi,microbe_from_Mike/HN/asv_004447.parRes,asv_004447,microbe_from_Mike,HN
177.321457,333.461487,NnzSnp,microbe_from_Mike/HN/asv_004447.parRes,asv_004447,microbe_from_Mike,HN
4e-6,1.1e-5,SigmaSq,microbe_from_Mike/HN/asv_004447.parRes,asv_004447,microbe_from_Mike,HN
-1.137027,0.849777,S,microbe_from_Mike/HN/asv_004447.parRes,asv_004447,microbe_from_Mike,HN
2.41e-4,1.91e-4,ResVar,microbe_from_Mike/HN/asv_004447.parRes,asv_004447,microbe_from_Mike,HN
3.28e-4,1.9e-4,GenVar,microbe_from_Mike/HN/asv_004447.parRes,asv_004447,microbe_from_Mike,HN
0.576055,0.330135,hsq,microbe_from_Mike/HN/asv_004447.parRes,asv_004447,microbe_from_Mike,HN
6.7e-4,6.79e-4,Pi,microbe_from_Mike/HN/asv_004714.parRes,asv_004714,microbe_from_Mike,HN
558.098083,566.90448,NnzSnp,microbe_from_Mike/HN/asv_004714.parRes,asv_004714,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_004714.parRes,asv_004714,microbe_from_Mike,HN
0.273095,0.816608,S,microbe_from_Mike/HN/asv_004714.parRes,asv_004714,microbe_from_Mike,HN
2.4e-5,4e-6,ResVar,microbe_from_Mike/HN/asv_004714.parRes,asv_004714,microbe_from_Mike,HN
2e-6,3e-6,GenVar,microbe_from_Mike/HN/asv_004714.parRes,asv_004714,microbe_from_Mike,HN
0.092173,0.114317,hsq,microbe_from_Mike/HN/asv_004714.parRes,asv_004714,microbe_from_Mike,HN
3.2e-5,8e-6,Pi,microbe_from_Mike/HN/asv_014370.parRes,asv_014370,microbe_from_Mike,HN
25.904051,4.485972,NnzSnp,microbe_from_Mike/HN/asv_014370.parRes,asv_014370,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_014370.parRes,asv_014370,microbe_from_Mike,HN
-1.981978,0.219166,S,microbe_from_Mike/HN/asv_014370.parRes,asv_014370,microbe_from_Mike,HN
1e-5,2e-6,ResVar,microbe_from_Mike/HN/asv_014370.parRes,asv_014370,microbe_from_Mike,HN
2.08e-4,6e-6,GenVar,microbe_from_Mike/HN/asv_014370.parRes,asv_014370,microbe_from_Mike,HN
0.955426,0.007194,hsq,microbe_from_Mike/HN/asv_014370.parRes,asv_014370,microbe_from_Mike,HN
6.66e-4,5.87e-4,Pi,microbe_from_Mike/LN/asv_000001.parRes,asv_000001,microbe_from_Mike,LN
555.055298,489.547485,NnzSnp,microbe_from_Mike/LN/asv_000001.parRes,asv_000001,microbe_from_Mike,LN
4.3e-5,8.4e-5,SigmaSq,microbe_from_Mike/LN/asv_000001.parRes,asv_000001,microbe_from_Mike,LN
-0.242604,0.797978,S,microbe_from_Mike/LN/asv_000001.parRes,asv_000001,microbe_from_Mike,LN
0.02673,0.008494,ResVar,microbe_from_Mike/LN/asv_000001.parRes,asv_000001,microbe_from_Mike,LN
0.00805,0.008073,GenVar,microbe_from_Mike/LN/asv_000001.parRes,asv_000001,microbe_from_Mike,LN
0.231624,0.229922,hsq,microbe_from_Mike/LN/asv_000001.parRes,asv_000001,microbe_from_Mike,LN
5.18e-4,5.31e-4,Pi,microbe_from_Mike/LN/asv_000009.parRes,asv_000009,microbe_from_Mike,LN
431.5784,442.851471,NnzSnp,microbe_from_Mike/LN/asv_000009.parRes,asv_000009,microbe_from_Mike,LN
1.9e-5,2.2e-5,SigmaSq,microbe_from_Mike/LN/asv_000009.parRes,asv_000009,microbe_from_Mike,LN
0.248593,0.780056,S,microbe_from_Mike/LN/asv_000009.parRes,asv_000009,microbe_from_Mike,LN
0.005645,0.001328,ResVar,microbe_from_Mike/LN/asv_000009.parRes,asv_000009,microbe_from_Mike,LN
9.91e-4,0.001208,GenVar,microbe_from_Mike/LN/asv_000009.parRes,asv_000009,microbe_from_Mike,LN
0.149245,0.180532,hsq,microbe_from_Mike/LN/asv_000009.parRes,asv_000009,microbe_from_Mike,LN
6.34e-4,6.19e-4,Pi,microbe_from_Mike/LN/asv_000013.parRes,asv_000013,microbe_from_Mike,LN
528.4505,516.627197,NnzSnp,microbe_from_Mike/LN/asv_000013.parRes,asv_000013,microbe_from_Mike,LN
1e-5,1.7e-5,SigmaSq,microbe_from_Mike/LN/asv_000013.parRes,asv_000013,microbe_from_Mike,LN
-0.110634,0.895891,S,microbe_from_Mike/LN/asv_000013.parRes,asv_000013,microbe_from_Mike,LN
0.009346,0.002445,ResVar,microbe_from_Mike/LN/asv_000013.parRes,asv_000013,microbe_from_Mike,LN
0.00189,0.002284,GenVar,microbe_from_Mike/LN/asv_000013.parRes,asv_000013,microbe_from_Mike,LN
0.167908,0.200793,hsq,microbe_from_Mike/LN/asv_000013.parRes,asv_000013,microbe_from_Mike,LN
0.012425,0.023526,Pi,microbe_from_Mike/LN/asv_000031.parRes,asv_000031,microbe_from_Mike,LN
10373.37207,19643.414062,NnzSnp,microbe_from_Mike/LN/asv_000031.parRes,asv_000031,microbe_from_Mike,LN
0.001957,0.005457,SigmaSq,microbe_from_Mike/LN/asv_000031.parRes,asv_000031,microbe_from_Mike,LN
-1.518906,0.849137,S,microbe_from_Mike/LN/asv_000031.parRes,asv_000031,microbe_from_Mike,LN
0.127808,0.164704,ResVar,microbe_from_Mike/LN/asv_000031.parRes,asv_000031,microbe_from_Mike,LN
2.432724,0.173369,GenVar,microbe_from_Mike/LN/asv_000031.parRes,asv_000031,microbe_from_Mike,LN
0.95012,0.064178,hsq,microbe_from_Mike/LN/asv_000031.parRes,asv_000031,microbe_from_Mike,LN
4.54e-4,4.74e-4,Pi,microbe_from_Mike/LN/asv_000041.parRes,asv_000041,microbe_from_Mike,LN
377.928558,395.074066,NnzSnp,microbe_from_Mike/LN/asv_000041.parRes,asv_000041,microbe_from_Mike,LN
9e-6,1.1e-5,SigmaSq,microbe_from_Mike/LN/asv_000041.parRes,asv_000041,microbe_from_Mike,LN
0.334771,0.822691,S,microbe_from_Mike/LN/asv_000041.parRes,asv_000041,microbe_from_Mike,LN
0.005639,8.02e-4,ResVar,microbe_from_Mike/LN/asv_000041.parRes,asv_000041,microbe_from_Mike,LN
3.98e-4,5.66e-4,GenVar,microbe_from_Mike/LN/asv_000041.parRes,asv_000041,microbe_from_Mike,LN
0.066009,0.093024,hsq,microbe_from_Mike/LN/asv_000041.parRes,asv_000041,microbe_from_Mike,LN
5.42e-4,5.33e-4,Pi,microbe_from_Mike/LN/asv_000059.parRes,asv_000059,microbe_from_Mike,LN
451.258911,444.303833,NnzSnp,microbe_from_Mike/LN/asv_000059.parRes,asv_000059,microbe_from_Mike,LN
8.2e-5,1.18e-4,SigmaSq,microbe_from_Mike/LN/asv_000059.parRes,asv_000059,microbe_from_Mike,LN
0.485157,0.74189,S,microbe_from_Mike/LN/asv_000059.parRes,asv_000059,microbe_from_Mike,LN
0.016566,0.003321,ResVar,microbe_from_Mike/LN/asv_000059.parRes,asv_000059,microbe_from_Mike,LN
0.002575,0.002884,GenVar,microbe_from_Mike/LN/asv_000059.parRes,asv_000059,microbe_from_Mike,LN
0.134583,0.149036,hsq,microbe_from_Mike/LN/asv_000059.parRes,asv_000059,microbe_from_Mike,LN
4.22e-4,4.24e-4,Pi,microbe_from_Mike/LN/asv_000077.parRes,asv_000077,microbe_from_Mike,LN
351.135162,353.88913,NnzSnp,microbe_from_Mike/LN/asv_000077.parRes,asv_000077,microbe_from_Mike,LN
2.4e-5,3.2e-5,SigmaSq,microbe_from_Mike/LN/asv_000077.parRes,asv_000077,microbe_from_Mike,LN
0.406056,0.855516,S,microbe_from_Mike/LN/asv_000077.parRes,asv_000077,microbe_from_Mike,LN
0.015508,0.002126,ResVar,microbe_from_Mike/LN/asv_000077.parRes,asv_000077,microbe_from_Mike,LN
9.19e-4,0.001444,GenVar,microbe_from_Mike/LN/asv_000077.parRes,asv_000077,microbe_from_Mike,LN
0.055986,0.087161,hsq,microbe_from_Mike/LN/asv_000077.parRes,asv_000077,microbe_from_Mike,LN
5.67e-4,5.39e-4,Pi,microbe_from_Mike/LN/asv_000095.parRes,asv_000095,microbe_from_Mike,LN
472.76059,449.815277,NnzSnp,microbe_from_Mike/LN/asv_000095.parRes,asv_000095,microbe_from_Mike,LN
2.6e-5,3.7e-5,SigmaSq,microbe_from_Mike/LN/asv_000095.parRes,asv_000095,microbe_from_Mike,LN
0.156485,0.806204,S,microbe_from_Mike/LN/asv_000095.parRes,asv_000095,microbe_from_Mike,LN
0.018263,0.003622,ResVar,microbe_from_Mike/LN/asv_000095.parRes,asv_000095,microbe_from_Mike,LN
0.002296,0.003163,GenVar,microbe_from_Mike/LN/asv_000095.parRes,asv_000095,microbe_from_Mike,LN
0.111532,0.152123,hsq,microbe_from_Mike/LN/asv_000095.parRes,asv_000095,microbe_from_Mike,LN
9.25e-4,7.32e-4,Pi,microbe_from_Mike/LN/asv_000112.parRes,asv_000112,microbe_from_Mike,LN
771.216919,610.755737,NnzSnp,microbe_from_Mike/LN/asv_000112.parRes,asv_000112,microbe_from_Mike,LN
2.9e-5,4.9e-5,SigmaSq,microbe_from_Mike/LN/asv_000112.parRes,asv_000112,microbe_from_Mike,LN
-0.484832,0.695722,S,microbe_from_Mike/LN/asv_000112.parRes,asv_000112,microbe_from_Mike,LN
0.007668,0.003674,ResVar,microbe_from_Mike/LN/asv_000112.parRes,asv_000112,microbe_from_Mike,LN
0.006827,0.0037,GenVar,microbe_from_Mike/LN/asv_000112.parRes,asv_000112,microbe_from_Mike,LN
0.469832,0.249521,hsq,microbe_from_Mike/LN/asv_000112.parRes,asv_000112,microbe_from_Mike,LN
7.84e-4,6.06e-4,Pi,microbe_from_Mike/LN/asv_000155.parRes,asv_000155,microbe_from_Mike,LN
653.662048,505.15686,NnzSnp,microbe_from_Mike/LN/asv_000155.parRes,asv_000155,microbe_from_Mike,LN
5e-6,7e-6,SigmaSq,microbe_from_Mike/LN/asv_000155.parRes,asv_000155,microbe_from_Mike,LN
-0.532484,0.607825,S,microbe_from_Mike/LN/asv_000155.parRes,asv_000155,microbe_from_Mike,LN
0.001831,8.25e-4,ResVar,microbe_from_Mike/LN/asv_000155.parRes,asv_000155,microbe_from_Mike,LN
0.001415,8.27e-4,GenVar,microbe_from_Mike/LN/asv_000155.parRes,asv_000155,microbe_from_Mike,LN
0.43486,0.249661,hsq,microbe_from_Mike/LN/asv_000155.parRes,asv_000155,microbe_from_Mike,LN
6.01e-4,5.35e-4,Pi,microbe_from_Mike/LN/asv_000162.parRes,asv_000162,microbe_from_Mike,LN
500.528046,446.676025,NnzSnp,microbe_from_Mike/LN/asv_000162.parRes,asv_000162,microbe_from_Mike,LN
4.4e-5,5.9e-5,SigmaSq,microbe_from_Mike/LN/asv_000162.parRes,asv_000162,microbe_from_Mike,LN
0.125395,0.789416,S,microbe_from_Mike/LN/asv_000162.parRes,asv_000162,microbe_from_Mike,LN
0.015058,0.00366,ResVar,microbe_from_Mike/LN/asv_000162.parRes,asv_000162,microbe_from_Mike,LN
0.003314,0.003381,GenVar,microbe_from_Mike/LN/asv_000162.parRes,asv_000162,microbe_from_Mike,LN
0.1801,0.181521,hsq,microbe_from_Mike/LN/asv_000162.parRes,asv_000162,microbe_from_Mike,LN
0.001469,8.09e-4,Pi,microbe_from_Mike/LN/asv_000183.parRes,asv_000183,microbe_from_Mike,LN
1225.549683,674.921997,NnzSnp,microbe_from_Mike/LN/asv_000183.parRes,asv_000183,microbe_from_Mike,LN
6.29e-4,5.11e-4,SigmaSq,microbe_from_Mike/LN/asv_000183.parRes,asv_000183,microbe_from_Mike,LN
0.773706,0.493854,S,microbe_from_Mike/LN/asv_000183.parRes,asv_000183,microbe_from_Mike,LN
0.015965,0.005693,ResVar,microbe_from_Mike/LN/asv_000183.parRes,asv_000183,microbe_from_Mike,LN
0.036203,0.006533,GenVar,microbe_from_Mike/LN/asv_000183.parRes,asv_000183,microbe_from_Mike,LN
0.692908,0.110026,hsq,microbe_from_Mike/LN/asv_000183.parRes,asv_000183,microbe_from_Mike,LN
5.53e-4,5.63e-4,Pi,microbe_from_Mike/LN/asv_000189.parRes,asv_000189,microbe_from_Mike,LN
460.497314,469.671906,NnzSnp,microbe_from_Mike/LN/asv_000189.parRes,asv_000189,microbe_from_Mike,LN
1e-6,1e-6,SigmaSq,microbe_from_Mike/LN/asv_000189.parRes,asv_000189,microbe_from_Mike,LN
0.173277,0.828338,S,microbe_from_Mike/LN/asv_000189.parRes,asv_000189,microbe_from_Mike,LN
2.72e-4,5.2e-5,ResVar,microbe_from_Mike/LN/asv_000189.parRes,asv_000189,microbe_from_Mike,LN
3.8e-5,4.4e-5,GenVar,microbe_from_Mike/LN/asv_000189.parRes,asv_000189,microbe_from_Mike,LN
0.12131,0.14124,hsq,microbe_from_Mike/LN/asv_000189.parRes,asv_000189,microbe_from_Mike,LN
8.14e-4,6.08e-4,Pi,microbe_from_Mike/LN/asv_000191.parRes,asv_000191,microbe_from_Mike,LN
678.671021,507.352814,NnzSnp,microbe_from_Mike/LN/asv_000191.parRes,asv_000191,microbe_from_Mike,LN
9.7e-5,1.14e-4,SigmaSq,microbe_from_Mike/LN/asv_000191.parRes,asv_000191,microbe_from_Mike,LN
0.384856,0.658578,S,microbe_from_Mike/LN/asv_000191.parRes,asv_000191,microbe_from_Mike,LN
0.018783,0.003808,ResVar,microbe_from_Mike/LN/asv_000191.parRes,asv_000191,microbe_from_Mike,LN
0.004785,0.003448,GenVar,microbe_from_Mike/LN/asv_000191.parRes,asv_000191,microbe_from_Mike,LN
0.202534,0.142868,hsq,microbe_from_Mike/LN/asv_000191.parRes,asv_000191,microbe_from_Mike,LN
6.19e-4,6.04e-4,Pi,microbe_from_Mike/LN/asv_000196.parRes,asv_000196,microbe_from_Mike,LN
515.663818,503.615143,NnzSnp,microbe_from_Mike/LN/asv_000196.parRes,asv_000196,microbe_from_Mike,LN
1.7e-5,2.3e-5,SigmaSq,microbe_from_Mike/LN/asv_000196.parRes,asv_000196,microbe_from_Mike,LN
0.358544,0.703332,S,microbe_from_Mike/LN/asv_000196.parRes,asv_000196,microbe_from_Mike,LN
0.006712,0.001158,ResVar,microbe_from_Mike/LN/asv_000196.parRes,asv_000196,microbe_from_Mike,LN
8.39e-4,9.47e-4,GenVar,microbe_from_Mike/LN/asv_000196.parRes,asv_000196,microbe_from_Mike,LN
0.111146,0.123911,hsq,microbe_from_Mike/LN/asv_000196.parRes,asv_000196,microbe_from_Mike,LN
2.7e-4,3.71e-4,Pi,microbe_from_Mike/LN/asv_000217.parRes,asv_000217,microbe_from_Mike,LN
224.315582,309.331177,NnzSnp,microbe_from_Mike/LN/asv_000217.parRes,asv_000217,microbe_from_Mike,LN
6.2e-5,9.3e-5,SigmaSq,microbe_from_Mike/LN/asv_000217.parRes,asv_000217,microbe_from_Mike,LN
-0.691172,0.979154,S,microbe_from_Mike/LN/asv_000217.parRes,asv_000217,microbe_from_Mike,LN
0.010218,0.005936,ResVar,microbe_from_Mike/LN/asv_000217.parRes,asv_000217,microbe_from_Mike,LN
0.009068,0.005899,GenVar,microbe_from_Mike/LN/asv_000217.parRes,asv_000217,microbe_from_Mike,LN
0.469796,0.302183,hsq,microbe_from_Mike/LN/asv_000217.parRes,asv_000217,microbe_from_Mike,LN
0.001154,7.64e-4,Pi,microbe_from_Mike/LN/asv_000237.parRes,asv_000237,microbe_from_Mike,LN
962.927185,637.549622,NnzSnp,microbe_from_Mike/LN/asv_000237.parRes,asv_000237,microbe_from_Mike,LN
1.38e-4,1.67e-4,SigmaSq,microbe_from_Mike/LN/asv_000237.parRes,asv_000237,microbe_from_Mike,LN
0.192435,0.52792,S,microbe_from_Mike/LN/asv_000237.parRes,asv_000237,microbe_from_Mike,LN
0.016159,0.005556,ResVar,microbe_from_Mike/LN/asv_000237.parRes,asv_000237,microbe_from_Mike,LN
0.011516,0.005611,GenVar,microbe_from_Mike/LN/asv_000237.parRes,asv_000237,microbe_from_Mike,LN
0.414753,0.195909,hsq,microbe_from_Mike/LN/asv_000237.parRes,asv_000237,microbe_from_Mike,LN
3.55e-4,3.61e-4,Pi,microbe_from_Mike/LN/asv_000245.parRes,asv_000245,microbe_from_Mike,LN
295.116852,300.574463,NnzSnp,microbe_from_Mike/LN/asv_000245.parRes,asv_000245,microbe_from_Mike,LN
5.1e-5,7.8e-5,SigmaSq,microbe_from_Mike/LN/asv_000245.parRes,asv_000245,microbe_from_Mike,LN
-0.37546,0.793884,S,microbe_from_Mike/LN/asv_000245.parRes,asv_000245,microbe_from_Mike,LN
0.00875,0.004029,ResVar,microbe_from_Mike/LN/asv_000245.parRes,asv_000245,microbe_from_Mike,LN
0.005378,0.003964,GenVar,microbe_from_Mike/LN/asv_000245.parRes,asv_000245,microbe_from_Mike,LN
0.380403,0.277481,hsq,microbe_from_Mike/LN/asv_000245.parRes,asv_000245,microbe_from_Mike,LN
5.22e-4,5.14e-4,Pi,microbe_from_Mike/LN/asv_000246.parRes,asv_000246,microbe_from_Mike,LN
434.538696,428.68869,NnzSnp,microbe_from_Mike/LN/asv_000246.parRes,asv_000246,microbe_from_Mike,LN
4e-6,5e-6,SigmaSq,microbe_from_Mike/LN/asv_000246.parRes,asv_000246,microbe_from_Mike,LN
0.317341,0.757056,S,microbe_from_Mike/LN/asv_000246.parRes,asv_000246,microbe_from_Mike,LN
0.001882,3.09e-4,ResVar,microbe_from_Mike/LN/asv_000246.parRes,asv_000246,microbe_from_Mike,LN
2.03e-4,2.49e-4,GenVar,microbe_from_Mike/LN/asv_000246.parRes,asv_000246,microbe_from_Mike,LN
0.097265,0.117952,hsq,microbe_from_Mike/LN/asv_000246.parRes,asv_000246,microbe_from_Mike,LN
4.75e-4,4.76e-4,Pi,microbe_from_Mike/LN/asv_000251.parRes,asv_000251,microbe_from_Mike,LN
396.037018,397.088043,NnzSnp,microbe_from_Mike/LN/asv_000251.parRes,asv_000251,microbe_from_Mike,LN
4e-6,5e-6,SigmaSq,microbe_from_Mike/LN/asv_000251.parRes,asv_000251,microbe_from_Mike,LN
0.427126,0.772572,S,microbe_from_Mike/LN/asv_000251.parRes,asv_000251,microbe_from_Mike,LN
0.001021,1.72e-4,ResVar,microbe_from_Mike/LN/asv_000251.parRes,asv_000251,microbe_from_Mike,LN
1.23e-4,1.41e-4,GenVar,microbe_from_Mike/LN/asv_000251.parRes,asv_000251,microbe_from_Mike,LN
0.107028,0.121437,hsq,microbe_from_Mike/LN/asv_000251.parRes,asv_000251,microbe_from_Mike,LN
1.6e-4,3.33e-4,Pi,microbe_from_Mike/LN/asv_000260.parRes,asv_000260,microbe_from_Mike,LN
132.846893,277.997955,NnzSnp,microbe_from_Mike/LN/asv_000260.parRes,asv_000260,microbe_from_Mike,LN
3e-5,5.3e-5,SigmaSq,microbe_from_Mike/LN/asv_000260.parRes,asv_000260,microbe_from_Mike,LN
-1.190899,1.046463,S,microbe_from_Mike/LN/asv_000260.parRes,asv_000260,microbe_from_Mike,LN
0.013128,0.003643,ResVar,microbe_from_Mike/LN/asv_000260.parRes,asv_000260,microbe_from_Mike,LN
0.005833,0.003556,GenVar,microbe_from_Mike/LN/asv_000260.parRes,asv_000260,microbe_from_Mike,LN
0.306665,0.182021,hsq,microbe_from_Mike/LN/asv_000260.parRes,asv_000260,microbe_from_Mike,LN
6.39e-4,5.26e-4,Pi,microbe_from_Mike/LN/asv_000272.parRes,asv_000272,microbe_from_Mike,LN
532.789124,438.855499,NnzSnp,microbe_from_Mike/LN/asv_000272.parRes,asv_000272,microbe_from_Mike,LN
